step,L_total,L_data,L_position,L_velocity,L_rsf,L_state,L_smooth,L_friction_reg,L_V_temporal,L_boundary_V,a_minus_b_min,a_minus_b_max,a_minus_b_mean,a_minus_b_std,tau_0_mean,tau_dot_mean,lr,w_rsf,w_state,V_log10_mean,V_log10_std,slip_max
0.0,0.021553833037614822,0.019216220825910568,0.018360480666160583,0.028524694964289665,0.02584284543991089,1.4786646366119385,0.006321631371974945,6.151887646410614e-05,2.233900547027588,0.009431585669517517,0.00041414983570575714,0.005610989406704903,0.0028339577838778496,0.0007008252432569861,59999996.0,0.09999999403953552,9.999999944483476e-05,0.0,0.0,-9.568304061889648,0.45519012212753296,0.39938896894454956
99.0,0.020656682550907135,0.018876122310757637,0.018143078312277794,0.024434775114059448,0.016326768323779106,1.2689200639724731,0.006157266907393932,5.894995069866127e-07,1.1347402334213257,0.06396333128213882,-0.01151241734623909,0.014780199155211449,2.4865879822755232e-05,0.00843300111591816,59999996.0,0.09999999403953552,9.999444846167472e-05,0.0,0.0,-8.52557373046875,0.3651970326900482,0.45232638716697693
199.0,0.020351868122816086,0.019714701920747757,0.018892869353294373,0.02739444002509117,0.017546163871884346,2.5978355407714844,0.0030896540265530348,4.955352324031992e-07,0.055018581449985504,0.057903315871953964,-0.011223100125789642,0.015006618574261665,8.310098564834334e-06,0.007966665551066399,59999996.0,0.09999999403953552,9.997779521645799e-05,0.0,0.0,-8.919079780578613,0.19385062158107758,0.38075965642929077
299.0,0.01885688677430153,0.018728747963905334,0.017927980050444603,0.026692284271121025,0.011280078440904617,1.461106300354004,0.0014086494920775294,4.392098844618886e-07,0.09912613779306412,0.0027582745533436537,-0.010904908180236816,0.014059813693165779,-5.5161108321044594e-05,0.007943487726151943,59999996.0,0.09999999403953552,9.995004437328878e-05,0.0,0.0,-8.979315757751465,0.09811978787183762,0.3361304700374603
399.0,0.018896719440817833,0.018790826201438904,0.018067648634314537,0.024105947464704514,0.016879867762327194,1.4504846334457397,0.001317154965363443,3.7431556165756774e-07,0.08801916986703873,0.0016537883784621954,-0.011266442015767097,0.014060098677873611,-2.163274803024251e-05,0.007932599633932114,59999996.0,0.09999999403953552,9.991120277927234e-05,0.0,0.0,-9.02000617980957,0.09592951089143753,0.2653173506259918
499.0,0.01930341310799122,0.018839184194803238,0.018070168793201447,0.025633838027715683,0.014796227216720581,2.193551540374756,0.003242457052692771,3.5181696489416936e-07,0.031246138736605644,0.042972348630428314,-0.01088041439652443,0.014636265113949776,1.1721996997948736e-05,0.00793463084846735,59999996.0,0.09999999403953552,9.986128001799085e-05,0.0,0.0,-8.616901397705078,0.08365023136138916,0.26767435669898987
599.0,0.018549133092164993,0.018461044877767563,0.017639359459280968,0.027389494702219963,0.008235810324549675,1.5312613248825073,0.0020946201402693987,3.2124978588399244e-07,0.049703069031238556,0.0036273121368139982,-0.011059843003749847,0.013808732852339745,-2.8458554879762232e-05,0.007951730862259865,59999996.0,0.09999999403953552,9.98002884071387e-05,0.0,0.0,-8.922931671142578,0.07641272246837616,0.27324020862579346
699.0,0.01844167150557041,0.01837885193526745,0.017632372677326202,0.024882640689611435,0.018319398164749146,1.4146274328231812,0.0019969369750469923,3.08558298911521e-07,0.05314996466040611,0.0007656970992684364,-0.01119306031614542,0.014300381764769554,-3.313133731808193e-07,0.00797438807785511,59999996.0,0.09999999403953552,9.972824299548328e-05,0.0,0.0,-9.041083335876465,0.0824635699391365,0.21542888879776
799.0,0.018182413652539253,0.01811167597770691,0.01743190735578537,0.02265896275639534,0.012450812384486198,1.3897947072982788,0.0018401911947876215,2.6946588604914723e-07,0.06492441147565842,0.0003960594185627997,-0.011158645153045654,0.014547158032655716,3.3486505799373845e-06,0.007960932329297066,59999996.0,0.09999999403953552,9.96451615591517e-05,0.0,0.0,-9.09315013885498,0.08482562750577927,0.2990383803844452
899.0,0.018481239676475525,0.018417799845337868,0.017563877627253532,0.02846408262848854,0.01143223699182272,1.3882029056549072,0.0017884200206026435,2.546222503951867e-07,0.05798237398266792,0.0003656535118352622,-0.01084043551236391,0.01451236940920353,3.0145920391078107e-05,0.007968197576701641,59999996.0,0.09999999403953552,9.955106459724526e-05,0.0,0.0,-9.070001602172852,0.08093459904193878,0.29606109857559204
999.0,0.01838819682598114,0.018336422741413116,0.01751738041639328,0.02730143815279007,0.023309163749217987,1.3721579313278198,0.0017741684569045901,2.3919051272969227e-07,0.0480860136449337,0.0001903905940707773,-0.011151690036058426,0.014018017798662186,1.0672874850570224e-05,0.00798590574413538,59999996.0,0.09999999403953552,9.944597532678134e-05,0.0,0.0,-9.067532539367676,0.07295811176300049,0.23309558629989624
1099.0,0.01884656585752964,0.018794678151607513,0.01804935187101364,0.024844180792570114,0.018564706668257713,1.37010657787323,0.0016500861383974552,2.2598092641601397e-07,0.04845644161105156,0.00017689399828668684,-0.010728251188993454,0.014196595177054405,7.519807695643976e-06,0.007968977093696594,59999996.0,0.09999999403953552,9.932991967696495e-05,0.0,0.0,-9.050844192504883,0.08888444304466248,0.12898609042167664
1199.0,0.019138198345899582,0.0190895926207304,0.01836388185620308,0.024190334603190422,0.028428029268980026,1.3528251647949219,0.001620145863853395,2.237638909718953e-07,0.046114545315504074,8.579443965572864e-05,-0.011082294397056103,0.01410570926964283,-2.360580538152135e-06,0.007981911301612854,59999996.0,0.09999999403953552,9.92029262827912e-05,0.0,0.0,-9.079920768737793,0.07085641473531723,0.23220577836036682
1299.0,0.019518090412020683,0.019471175968647003,0.018823955208063126,0.021574020385742188,0.008630398660898209,1.3674982786178589,0.001492637675255537,2.1207088707342336e-07,0.04412051662802696,0.0001290490326937288,-0.010837255045771599,0.01410842314362526,-2.545186816860223e-07,0.007965972647070885,59999996.0,0.09999999403953552,9.906502647797964e-05,0.0,0.0,-9.087398529052734,0.07003036886453629,0.24549341201782227
1399.0,0.01890753023326397,0.01886504329741001,0.018104368820786476,0.02535581961274147,0.019555367529392242,1.3539466857910156,0.0014269774546846747,2.0360207031444588e-07,0.040273021906614304,7.783849287079647e-05,-0.010875383391976357,0.014262663200497627,-5.8685973414185355e-08,0.007984454743564129,59999996.0,0.09999999403953552,9.891625428724375e-05,0.0,0.0,-9.084486961364746,0.06678638607263565,0.17523130774497986
1499.0,0.018535427749156952,0.018491672351956367,0.017718451097607613,0.0257740318775177,0.01468440517783165,1.352607250213623,0.0013687927275896072,1.9361218051017204e-07,0.04157909378409386,7.96998938312754e-05,-0.011134805157780647,0.013913637027144432,7.87517819844652e-06,0.007980789057910442,59999996.0,0.09999999403953552,9.87566464178955e-05,0.0,0.0,-9.120071411132812,0.06915643066167831,0.276539146900177
1599.0,0.018677089363336563,0.01863921247422695,0.01772923208773136,0.0303326528519392,0.022029003128409386,1.3412425518035889,0.001292340224608779,1.8728620432284515e-07,0.0362628772854805,3.129708056803793e-05,-0.010885954834520817,0.013768929988145828,-3.881554584950209e-05,0.008019093424081802,59999996.0,0.09999999403953552,9.858624225078837e-05,0.0,0.0,-9.101466178894043,0.06100613996386528,0.19404999911785126
1699.0,0.018326109275221825,0.018289940431714058,0.017376992851495743,0.030431581661105156,0.014039125293493271,1.3368819952011108,0.0012652496807277203,1.8072289265091968e-07,0.034653376787900925,2.4264698367915116e-05,-0.010902749374508858,0.014270707964897156,-4.154340786044486e-05,0.007952546700835228,59999996.0,0.09999999403953552,9.840508383060083e-05,0.0,0.0,-9.108509063720703,0.06525519490242004,0.1827971339225769
1799.0,0.01863716170191765,0.0186043381690979,0.017797205597162247,0.02690443955361843,0.026362499222159386,1.327866554260254,0.0012002894654870033,1.7689346520910476e-07,0.031493719667196274,1.2145808796049096e-05,-0.010899728164076805,0.014154689386487007,-2.3461449018213898e-05,0.007978937588632107,59999996.0,0.09999999403953552,9.821321585546243e-05,0.0,0.0,-9.102192878723145,0.07691596448421478,0.1301192045211792
1899.0,0.01878267154097557,0.018751809373497963,0.01803734339773655,0.023815520107746124,0.021808568388223648,1.3230093717575073,0.0011364103993400931,1.7040780164734315e-07,0.02964147925376892,7.368864316958934e-06,-0.010854227468371391,0.013805408030748367,1.0864176147151738e-05,0.007981821894645691,59999996.0,0.09999999403953552,9.80106856659248e-05,0.0,0.0,-9.129218101501465,0.05920841172337532,0.1888866126537323
1999.0,0.01855219341814518,0.018520837649703026,0.017748570069670677,0.025742262601852417,0.015318840742111206,1.3220138549804688,0.0011119666742160916,1.676047531873337e-07,0.03015214204788208,8.322431312990375e-06,-0.0108806062489748,0.013740265741944313,-1.0291096259607002e-05,0.007974267937242985,59999996.0,0.09999999403953552,9.779754323328192e-05,0.0,0.0,-9.135965347290039,0.0609697550535202,0.19893376529216766
2099.0,0.02060013636946678,0.018890684470534325,0.01821017451584339,0.022683678194880486,0.0049529047682881355,1.0013039112091064,0.001058543217368424,5.101103670313023e-05,0.02911963127553463,5.802773557661567e-06,0.0009968695230782032,0.011111266911029816,0.003499748418107629,0.0017768273828551173,59999996.0,0.06482744961977005,9.757384114723954e-05,0.00495,0.0016500000000000002,-9.137921333312988,0.059457823634147644,0.186662495136261
2199.0,0.02218789979815483,0.018816372379660606,0.01803184300661087,0.026151001453399658,0.002317887730896473,1.0003200769424438,0.0010043949587270617,2.3642962332814932e-05,0.028523007407784462,2.565552449595998e-06,0.0005315067246556282,0.027309920638799667,0.002746929181739688,0.004030372481793165,59999996.0,0.036251891404390335,9.733963460294007e-05,0.009949999999999999,0.0033166666666666665,-9.155025482177734,0.06180088222026825,0.21356773376464844
2299.0,0.022570855915546417,0.01878589577972889,0.01780106872320175,0.03282759711146355,0.0004812158877030015,0.7451617121696472,0.0007800196763128042,3.601158823585138e-05,0.06174466013908386,4.9844684326671995e-06,0.0006026391638442874,0.02923976629972458,0.0016680267872288823,0.0022244269493967295,59999996.0,0.017069095745682716,9.709498138734405e-05,0.01495,0.0049833333333333335,-9.298008918762207,0.07579370588064194,0.22894397377967834
2399.0,0.01854349486529827,0.01840258203446865,0.01740582287311554,0.03322529047727585,0.0001858787436503917,0.013745452277362347,0.00048691860865801573,1.5865480236243457e-05,0.04451683163642883,0.0,0.00015940738376230001,0.037452809512615204,0.0012592680286616087,0.004264961462467909,59999996.0,0.005433209240436554,9.683994186497132e-05,0.01995,0.0066500000000000005,-9.300540924072266,0.08242138475179672,0.2042582631111145
2499.0,0.019077446311712265,0.01897825300693512,0.018289020285010338,0.022974442690610886,8.446497668046504e-05,0.007967540062963963,0.0004492683510761708,1.0862693670787849e-05,0.02983090654015541,0.0,4.9642520025372505e-05,0.03940729796886444,0.001184644061140716,0.005080599337816238,59999996.0,-0.0009476370760239661,9.657457896300796e-05,0.02495,0.008316666666666667,-9.3545560836792,0.04595126956701279,0.19070224463939667
2599.0,0.01887543499469757,0.0187805388122797,0.01802835613489151,0.025072745978832245,6.737928924849257e-05,0.006540208123624325,0.0004006552044302225,1.0178030606766697e-05,0.02667674422264099,0.0,-1.821178011596203e-05,0.040280602872371674,0.0011350689455866814,0.005168031435459852,59999996.0,-0.003928988706320524,9.629895815577929e-05,0.029949999999999997,0.009983333333333334,-9.414155960083008,0.04824807494878769,0.15069015324115753
2699.0,0.01875358074903488,0.018671663478016853,0.01793510839343071,0.024551864713430405,6.16353063378483e-05,0.005171679891645908,0.0003998665779363364,6.640525498369243e-06,0.018778352066874504,0.0,-4.869210533797741e-05,0.04134933650493622,0.0013804205227643251,0.0060120574198663235,59999996.0,-0.004985191393643618,9.601314744859518e-05,0.03495,0.01165,-9.346217155456543,0.04120426997542381,0.1850219964981079
2799.0,0.018970752134919167,0.018878642469644547,0.018019091337919235,0.028651710599660873,5.866542051080614e-05,0.005149852484464645,0.000359305995516479,6.630507414229214e-06,0.020496437326073647,0.0,-8.319213520735502e-05,0.04218734800815582,0.001272092922590673,0.0058802952989935875,59999996.0,-0.005147704854607582,9.571721736097102e-05,0.03994999999999999,0.013316666666666666,-9.371435165405273,0.036989688873291016,0.15123334527015686
2899.0,0.018633291125297546,0.01854458637535572,0.01767590269446373,0.028956105932593346,5.2810341003350914e-05,0.004591195844113827,0.0003443600726313889,5.9424323808343615e-06,0.01689826510846615,0.0,-0.00010747008491307497,0.042490288615226746,0.00127219723071903,0.006063289009034634,59999996.0,-0.005295760929584503,9.541124090922784e-05,0.044950000000000004,0.014983333333333335,-9.335511207580566,0.03727005049586296,0.19348280131816864
2999.0,0.01831132173538208,0.018218323588371277,0.01742134988307953,0.026565801352262497,7.302885933313519e-05,0.004344569519162178,0.00032345368526875973,6.512252639367944e-06,0.01636393740773201,0.0,-0.000143366283737123,0.042796749621629715,0.0011584212770685554,0.005909727420657873,59999996.0,-0.005096252076327801,9.50952935884767e-05,0.04995,0.01665,-9.346257209777832,0.03287571668624878,0.16827155649662018
3099.0,0.018736375495791435,0.018658775836229324,0.017836641520261765,0.027404453605413437,4.71487692266237e-05,0.003473388496786356,0.0003215807373635471,5.707229774998268e-06,0.010781421326100826,0.0,-0.00019981630612164736,0.043473049998283386,0.0011373197194188833,0.006039592903107405,59999996.0,-0.005060847848653793,9.476945335399136e-05,0.05495,0.01831666666666667,-9.365499496459961,0.03328341990709305,0.12664355337619781
3199.0,0.019075268879532814,0.01898517645895481,0.018203677609562874,0.026049941778182983,7.396188448183239e-05,0.0035754917189478874,0.00028889108216390014,6.920610303495778e-06,0.013573802076280117,0.0,-0.0002580404980108142,0.04374141991138458,0.0008987377514131367,0.005458604544401169,59999996.0,-0.005036254413425922,9.443380060197401e-05,0.059949999999999996,0.019983333333333336,-9.331847190856934,0.03023199923336506,0.16173505783081055
3299.0,0.018812259659171104,0.018727149814367294,0.01790194772183895,0.027506759390234947,7.872642891015857e-05,0.003135291626676917,0.0002872965997084975,3.8995840441202745e-06,0.011636023409664631,0.0,-0.0002738768234848976,0.04412895441055298,0.0011812971206381917,0.006557014770805836,59999996.0,-0.00474142748862505,9.40884181497188e-05,0.06495,0.021650000000000003,-9.327994346618652,0.02747991494834423,0.1563010811805725
3399.0,0.018472224473953247,0.018393831327557564,0.017557570710778236,0.02787533402442932,5.842425161972642e-05,0.0027575604617595673,0.0002716435701586306,5.521234470506897e-06,0.00946301780641079,0.0,-0.0003386803437024355,0.04422177001833916,0.0009573528659529984,0.006060954183340073,59999996.0,-0.004795977845788002,9.373339121517766e-05,0.06995,0.023316666666666666,-9.302720069885254,0.029888883233070374,0.18107996881008148
3499.0,0.019104061648249626,0.01903419755399227,0.018284376710653305,0.0249940212816,3.518366429489106e-05,0.002376910299062729,0.00026920216623693705,6.08990103501128e-06,0.007270604372024536,0.0,-0.0003969799727201462,0.04441126063466072,0.0008300504414364696,0.005843152292072773,59999996.0,-0.004594946280121803,9.336880739593439e-05,0.07494999999999999,0.024983333333333333,-9.323383331298828,0.02540532499551773,0.1543043553829193
3599.0,0.01841791532933712,0.018351370468735695,0.01740742288529873,0.03146493807435036,3.450418807915412e-05,0.002123530488461256,0.000255561841186136,6.794330147386063e-06,0.006599558982998133,0.0,-0.00047326565254479647,0.044537514448165894,0.0006627357797697186,0.00544991297647357,59999996.0,-0.004451277200132608,9.299475664759092e-05,0.07995000000000001,0.026650000000000004,-9.287368774414062,0.03773020580410957,0.2058926820755005
3699.0,0.019014872610569,0.01893044076859951,0.01810401678085327,0.027547482401132584,6.24617314315401e-05,0.0024749869480729103,0.00024249614216387272,5.921080628468189e-06,0.008502982556819916,0.0,-0.0005192091921344399,0.04486478865146637,0.0006962980842217803,0.005878324620425701,59999996.0,-0.004479167517274618,9.261133126157237e-05,0.08495,0.02831666666666667,-9.312179565429688,0.023207765072584152,0.16782242059707642
3799.0,0.01948964223265648,0.019421294331550598,0.01859148032963276,0.027660466730594635,3.695158738992177e-05,0.0019552954472601414,0.00022410099336411804,5.491268893820234e-06,0.005900329910218716,0.0,-0.0007157915970310569,0.04516909644007683,0.0005674783606082201,0.0057303630746901035,59999996.0,-0.004582382272928953,9.221862584235546e-05,0.08995,0.029983333333333334,-9.32192325592041,0.022917577996850014,0.1314147710800171
3899.0,0.018581142649054527,0.018499471247196198,0.017717737704515457,0.02605777606368065,7.309435750357807e-05,0.002104178536683321,0.00022415813873521984,5.528800102183595e-06,0.0076354616321623325,0.0,-0.0008277299348264933,0.0452461764216423,0.000490971258841455,0.005855202209204435,59999996.0,-0.00436713732779026,9.181673728412626e-05,0.09494999999999999,0.031650000000000005,-9.303349494934082,0.023508090525865555,0.17015987634658813
3999.0,0.01842271164059639,0.018355408683419228,0.01759512722492218,0.02534269541501999,4.249320045346394e-05,0.0017209160141646862,0.0002186972415074706,8.31847864901647e-06,0.00508686201646924,0.0,-0.0011001056991517544,0.04499112442135811,0.00014604030002374202,0.0051047769375145435,59999996.0,-0.0042998394928872585,9.140576474687287e-05,0.09995,0.03331666666666667,-9.30203628540039,0.021583905443549156,0.17243801057338715
4099.0,0.01829274743795395,0.01823299378156662,0.017531603574752808,0.023379653692245483,3.1183688406599686e-05,0.001468511065468192,0.0002043972781393677,5.4927431847318076e-06,0.004628841299563646,0.0,-0.0014305053045973182,0.04534050449728966,0.00012123156193410978,0.005774692166596651,59999996.0,-0.0041039250791072845,9.098580963191933e-05,0.10495,0.03498333333333333,-9.305309295654297,0.021893484517931938,0.16746200621128082
4199.0,0.018241971731185913,0.018161475658416748,0.01743200607597828,0.02431568130850792,7.116045890143141e-05,0.0017801265930756927,0.00019161193631589413,8.00750422058627e-06,0.006837090943008661,0.0,-0.001813126145862043,0.045301299542188644,-0.0002592757809907198,0.005218727048486471,59999996.0,-0.004155410919338465,9.055697555690627e-05,0.10994999999999999,0.03665,-9.295807838439941,0.02827407233417034,0.18726666271686554
4299.0,0.018331436440348625,0.018266499042510986,0.017432911321520805,0.027786273509263992,4.803429692401551e-05,0.001408916898071766,0.0001899137132568285,8.214157787733711e-06,0.004832496400922537,0.0,-0.002201295690611005,0.04554416239261627,-0.0004412052221596241,0.005396603140980005,59999996.0,-0.0039407480508089066,9.011936833022505e-05,0.11495,0.038316666666666666,-9.296823501586914,0.030354000627994537,0.18917682766914368
4399.0,0.01840876415371895,0.01834254525601864,0.01772262156009674,0.020664114505052567,5.2230519941076636e-05,0.001369641162455082,0.00018209603149443865,8.226908903452568e-06,0.00459503848105669,0.0,-0.0023090201430022717,0.045274846255779266,-0.000608375295996666,0.005368854850530624,59999996.0,-0.003914463799446821,8.967309592491068e-05,0.11994999999999999,0.039983333333333336,-9.307677268981934,0.019138695672154427,0.15677745640277863
4499.0,0.01831429824233055,0.01824820414185524,0.017582900822162628,0.022176748141646385,5.280518962536007e-05,0.0013050911948084831,0.00017618868150748312,1.0652033779479098e-05,0.004430097062140703,0.0,-0.0024424209259450436,0.045723579823970795,-0.000807794276624918,0.004984844475984573,59999996.0,-0.0037720324471592903,8.921826845200169e-05,0.12494999999999999,0.04165,-9.316100120544434,0.01854012906551361,0.13120222091674805
4599.0,0.018797243013978004,0.018717844039201736,0.018037665635347366,0.0226726233959198,7.276413089130074e-05,0.0014644067268818617,0.00016687478637322783,9.744440831127577e-06,0.005855605937540531,0.0,-0.0025529370177537203,0.04521822929382324,-0.0007859622710384429,0.005108193028718233,59999996.0,-0.0036478585097938776,8.875499813337086e-05,0.12994999999999998,0.04331666666666667,-9.316383361816406,0.01811838336288929,0.12895043194293976
4699.0,0.018615279346704483,0.018553948029875755,0.017720870673656464,0.02776925079524517,4.062724474351853e-05,0.0011468067532405257,0.00016478616453241557,7.863229257054627e-06,0.003704320639371872,0.0,-0.002852538600564003,0.044232193380594254,-0.0008331868448294699,0.005406990647315979,59999996.0,-0.00355223729275167,8.828339927403761e-05,0.13495,0.044983333333333334,-9.316166877746582,0.01816563494503498,0.12550979852676392
4799.0,0.018535632640123367,0.0184660404920578,0.017805472016334534,0.022018950432538986,7.145355630200356e-05,0.001166939502581954,0.00015445314056705683,8.732791684451513e-06,0.004563175607472658,0.0,-0.0032635857351124287,0.045093320310115814,-0.0010000361362472177,0.005178865510970354,59999996.0,-0.0034525475930422544,8.780358823396374e-05,0.13995,0.046650000000000004,-9.315720558166504,0.01733294501900673,0.1676289141178131
